-4861.779930816186;0.3539644677052358;0.8159532664891244;0.12773061671557714;0.06243776975495266;0.17255638197596826;0.06447012320755478;0.07095179490780652;0.23660332847188192;0.7236954689554087;0.7401726729679199;3;1;1;1;1;1;1;1;1;1;1;1;0.1;COBYLA;False;-24.30889965408093;-4861.779930816186;82.80068818580138;-83.3868525099468;-4169.34262549734;149.61941624453112;-10.99464853669641;-549.7324268348204;17.853731547019645;-1.976264696615525;-98.81323483077625;1.7833731371908186;-0.8778328730649604;-43.89164365324802;0.8214120883848718
-4036.3817180373726;0.3;0.8;0.15;0.05;0.2;0.1;0.1;0.3;0.765;0.75;3;1;1;1;1;1;1;1;1;1;1;1;0.1;LBFGSB;False;-20.181908590186865;-4036.3817180373726;32.84338191753412;-29.347310934306716;-1467.3655467153358;25.749699692379913;-43.28219719495122;-2164.109859747561;49.49058157780055;-6.276173063375606;-313.8086531687803;7.005734059602249;-1.821953168113904;-91.0976584056952;2.284853793647463
-6892.978491441686;0.27530230453842247;0.6750829736536406;0.1453238767025141;0.05945302940155425;0.23361708162063444;0.09578109576442942;0.09578109576753277;0.31534953100233243;0.765;0.75;3;1;1;1;1;1;1;1;1;1;1;1;0.1;AUTO;False;-34.46489245720843;-6892.978491441686;61.134487906993584;-70.38291248209853;-3519.145624104927;79.32357370152694;-57.69453416526084;-2884.726708263042;70.59759877003833;-7.3941198402476696;-369.7059920123835;8.409877594166273;-2.38800334122668;-119.400167061334;3.35442196876709
-35888.46464838909;0.7175631786384612;0.8215012418191014;0.21207304792444864;0.253039670544351;0.15221729713123136;0.011075403557515986;0.28544565417048157;0.10744442769498612;0.7985588894918727;0.7182234219347806;3;1;1;1;1;1;1;1;1;1;1;2;0.1;COBYLA;False;-179.44232324194545;-35888.46464838909;347.3855827266727;-365.7376036376723;-18286.880181883615;435.08132744609435;-338.5920922407511;-16929.604612037554;416.3053995739355;-2.45955217255487;-122.97760862774349;2.814389850852715;-10.980044916803585;-549.0022458401793;18.87017234961269
-4036.3817180373726;0.3;0.8;0.15;0.05;0.2;0.1;0.1;0.3;0.765;0.75;3;1;1;1;1;1;1;1;1;1;1;2;0.1;LBFGSB;False;-20.181908590186865;-4036.3817180373726;32.84338191753412;-29.347310934306716;-1467.3655467153358;25.749699692379913;-43.28219719495122;-2164.109859747561;49.49058157780055;-6.276173063375606;-313.8086531687803;7.005734059602249;-1.821953168113904;-91.0976584056952;2.284853793647463
-10692.042858209967;0.3668464735472642;0.8269781034024797;0.1432741469633143;0.044622779096680956;0.18139921507977771;0.1290425800177433;0.14783434981202748;0.2678328090262087;0.7682967827781584;0.7596964199357599;3;1;1;1;1;1;1;1;1;1;1;2;0.1;AUTO;False;-53.46021429104983;-10692.042858209967;179.88701893231155;-193.68075146107122;-9684.037573053562;320.1980085136476;-14.04525478620334;-702.262739310167;23.922964640164725;-2.052156626681787;-102.60783133408935;2.008917397499615;-4.062694290242966;-203.13471451214832;6.000685540305617
-27377.448525078653;0.7068424413004806;0.8224534531634174;0.2333052729946657;0.2499399065460394;0.19082506412879724;0.019750909866492;0.2650547446994094;0.0828442918055707;0.8088496093751927;0.7319426279785952;3;1;1;1;1;1;1;1;1;1;1;3;0.1;COBYLA;False;-136.88724262539327;-27377.448525078653;296.56108341960515;-286.3344324533057;-14316.721622665284;389.7224264430994;-249.3603671369981;-12468.018356849905;361.0504200614725;-1.9861350843527066;-99.30675421763533;1.8938194367281582;-9.868035826916588;-493.4017913458294;15.247581721103273
-4036.3817180373726;0.3;0.8;0.15;0.05;0.2;0.1;0.1;0.3;0.765;0.75;3;1;1;1;1;1;1;1;1;1;1;3;0.1;LBFGSB;False;-20.181908590186865;-4036.3817180373726;32.84338191753412;-29.347310934306716;-1467.3655467153358;25.749699692379913;-43.28219719495122;-2164.109859747561;49.49058157780055;-6.276173063375606;-313.8086531687803;7.005734059602249;-1.821953168113904;-91.0976584056952;2.284853793647463
-29788.664492580887;0.41473872497199216;0.8382297876080347;0.1404419817267296;0.042355784112399514;0.1636404702572492;0.1344477558138135;0.17650281090855605;0.24450369424099389;0.77361553097713;0.7753795917686905;3;1;1;1;1;1;1;1;1;1;1;3;0.1;AUTO;False;-148.94332246290443;-29788.664492580887;311.4267986271319;-383.53569356007364;-19176.78467800368;443.31765544521573;-168.81270925413813;-8440.635462706907;316.48545744069077;-17.68920166032166;-884.4600830160831;33.98390802858174;-25.73568537708437;-1286.7842688542185;47.560172775269976
-36609.00400666233;0.7408201608484329;0.7948685496086443;0.22808396060130726;0.24623800677709934;0.19455442928151534;0.010070152529171343;0.28847671186054086;0.03496601688805362;0.7697276971880475;0.7106774343285288;3;1;1;1;1;1;1;1;1;1;1;4;0.1;COBYLA;False;-183.04502003331166;-36609.00400666233;349.68838158536437;-372.24022812210615;-18612.011406105306;435.57720016610153;-346.0071174703992;-17300.35587351996;417.84855085096575;-2.661390842402393;-133.06954212011965;3.1952916560158715;-11.271343698339008;-563.5671849169504;19.920258407812955
