-958.0430426120676;0.6297471295712244;0.8989833956835268;0.23139382587256194;0.2756134140321479;0.08989245019555436;0.010659937654778082;0.4997197900558475;0.02325080476328675;0.765;0.75;2;1;1;1;1;2;0.1;COBYLA;False;-4.696289424568959;-958.0430426120676;4.684780840347856;-5.246275470148201;-267.56004897755827;2.5100514512172984;-5.157192449732573;-263.01681493636124;2.8702421388776065;-6.853892670386532;-349.54852618971313;7.540086426368159;-1.5277971080085262;-77.91765250843484;1.089781157990655
-1063.1181418069802;0.2872021351731066;0.9905764085072474;0.09999999999999999;0.0676649291378905;0.011408960094912358;0.025858355899909046;0.044479422815374314;0.01947724202048266;0.765;0.75;2;1;1;1;1;3;0.1;COBYLA;False;-5.211363440230295;-1063.1181418069802;5.790901090443759;-8.05237147732493;-410.6709453435715;4.780899648598961;-10.063191549466193;-513.2227690227759;6.860760560394451;-1.8236962486300097;-93.00850868013049;1.3768184708616493;-0.9061944855000502;-46.21591876050256;0.83255290537084
-598.4701859510076;0.5886157422298691;0.7708327455221586;0.23147026567017404;0.22197591247427817;0.0806840667897456;0.0514764273152889;0.03992212323210066;0.2466471192541813;0.765;0.75;2;1;1;1;1;4;0.1;COBYLA;False;-2.933677382112782;-598.4701859510076;2.45109098005973;-5.290114116394961;-269.795819936143;2.858561198096735;-3.168468494079083;-161.59189319803323;1.611116585437308;-2.1174912084720843;-107.9920516320763;1.5902382885776725;-1.1586357095050017;-59.09042118475509;1.1448177243812667
-586.9328015244373;0.5612368499559452;0.7746789303985306;0.21866394561291272;0.2092236722342373;0.04566475092543563;0.06471518482573593;0.028294889779041273;0.29840005625249;0.765;0.75;2;1;1;1;1;5;0.1;COBYLA;False;-2.877121576100183;-586.9328015244373;2.42679583288703;-5.401443297081549;-275.473608151159;2.9563650552946417;-2.919715146694936;-148.90547248144173;1.3528832779776887;-1.8939410140007216;-96.5909917140368;1.1288920575638135;-1.2933868466235248;-65.96272917779976;1.3651714918378408
-962.8818788687643;0.6497095960048828;0.9174469894839837;0.2499814844261071;0.2751705203916304;0.17925648980020514;0.010291488855766771;0.49894826235067996;0.013002012990437635;0.765;0.75;2;1;1;1;2;2;0.1;COBYLA;False;-4.720009210141002;-962.8818788687643;5.1805616380385935;-4.75844582536219;-242.6807370934717;2.197463187063182;-5.580328060946438;-284.59673110826833;3.370006376403973;-7.495932841466845;-382.2925749148091;8.286145872352584;-1.0453301127885282;-53.31183575221493;0.7458084973691723
-1028.9855684467616;0.6878464648415673;0.8734381838021856;0.2473343185790833;0.3143797152788551;0.12990196760663977;0.009999999999999998;0.4765715517705615;0.010449657199876972;0.765;0.75;2;1;1;1;2;3;0.1;COBYLA;False;-5.044046904150792;-1028.9855684467616;5.110805345783124;-5.158354081205064;-263.07605814145825;2.3500133609078073;-6.6232709081819205;-337.78681631727795;3.8684476510764094;-7.141668229605024;-364.22507970985623;7.872632399774437;-1.2528943976111584;-63.89761427816907;0.8577103613243044
-1010.2557171191665;0.6839181092926333;0.8810832754411702;0.2499384110238191;0.30867175259210394;0.12505178945758422;0.010192347520300998;0.4972411043842615;0.01;0.765;0.75;2;1;1;1;2;4;0.1;COBYLA;False;-4.952233907446895;-1010.2557171191665;5.041910134983078;-5.17998002887897;-264.17898147282745;2.3638067517002423;-6.112616998945629;-311.7434669462271;3.482881458979374;-7.2329223541179175;-368.8790400600138;7.945681593885214;-1.2834162478450617;-65.45422864009815;0.8782992678122925
-1042.5514024413724;0.6856187295301646;0.882171176180911;0.24642410784842403;0.31326749306257223;0.12811511783340684;0.01;0.4983452162965297;0.010496236155637979;0.765;0.75;2;1;1;1;2;5;0.1;COBYLA;False;-5.110546090398884;-1042.5514024413724;5.230531577013033;-5.024544112893353;-256.251749757561;2.2723083123861882;-6.930558035774332;-353.45845982449094;4.207629135875928;-7.2329223541179175;-368.8790400600138;7.945681593885214;-1.254159858809934;-63.96215279930664;0.8581507536984371
-570.1443427564112;0.5461962605296801;0.7772857891982076;0.21431871629510146;0.1981334763222542;0.051448682620353035;0.07763146310832285;0.04612024483054131;0.29187830770093426;0.765;0.75;2;1;1;2;1;2;0.1;COBYLA;False;-2.7948252095902513;-570.1443427564112;2.421665255393258;-5.4699428727268415;-278.9670865090689;2.955924406623396;-2.854663017705832;-145.58781390299742;1.346575162888697;-1.845906606063889;-94.14123690925834;1.0553463645201682;-1.008788341864443;-51.44820543508659;0.7369745156580039
-565.8126674799371;0.5457169828260661;0.7789188356500812;0.2158234245765413;0.19648916893173057;0.05141822638322911;0.07599603352600182;0.04586075854450512;0.29368059758889437;0.765;0.75;2;1;1;2;1;3;0.1;COBYLA;False;-2.7735915072545936;-565.8126674799371;2.399287833792219;-5.453739405541097;-278.14070968259597;2.9593789827634716;-2.758954112512728;-140.70665973814914;1.1962034532240877;-1.8740212439204031;-95.57508343994056;1.0876611420199975;-1.0076512670441435;-51.390214619251324;0.7371000012628646
